"Sex","Ethnicity","Age","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Male","African-American",36,"Pretrial","Jail Inmate","Single",7
"Male","African-American",48,"Post Sentence","Probation","Single",7
"Male","Caucasian",32,"Post Sentence","Probation","Single",8
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",2
"Female","Caucasian",36,"Post Sentence","Jail Inmate","Single",7
"Male","African-American",31,"Pretrial","Jail Inmate","Single",8
"Male","African-American",37,"Post Sentence","Probation","Single",6
"Male","African-American",42,"Pretrial","Jail Inmate","Single",6
"Male","Other",36,"Pretrial","Jail Inmate","Single",1
"Male","Hispanic",50,"Post Sentence","Probation","Married",2
"Female","Hispanic",48,"Post Sentence","Probation","Separated",2
"Female","Caucasian",54,"Post Sentence","Probation","Single",1
"Female","African-American",41,"Post Sentence","Probation","Divorced",3
"Female","Caucasian",38,"Conditional Release","Probation","Single",6
"Female","Caucasian",48,"Other","Probation","Divorced",4
"Male","Caucasian",36,"Post Sentence","Probation","Divorced",1
"Female","African-American",52,"Post Sentence","Probation","Married",4
"Male","Hispanic",46,"Post Sentence","Probation","Divorced",3
"Female","Caucasian",31,"Pretrial","Pretrial Defendant","Single",5
"Male","Other",36,"Pretrial","Jail Inmate","Separated",1
"Male","Caucasian",46,"Post Sentence","Probation","Single",6
"Female","Caucasian",36,"Post Sentence","Probation","Single",5
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",44,"Post Sentence","Probation","Separated",1
"Male","African-American",40,"Post Sentence","Probation","Single",7
"Male","Caucasian",42,"Other","Probation","Single",2
"Male","African-American",32,"Post Sentence","Probation","Single",5
"Male","African-American",40,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",31,"Pretrial","Pretrial Defendant","Single",6
"Male","Caucasian",36,"Post Sentence","Probation","Divorced",2
"Female","Caucasian",30,"Post Sentence","Probation","Single",7
"Male","Caucasian",52,"Pretrial","Pretrial Defendant","Single",1
"Female","African-American",47,"Probation Violator","Probation","Married",3
"Male","Caucasian",39,"Other","Probation","Single",5
"Male","Hispanic",32,"Pretrial","Jail Inmate","Single",5
"Male","African-American",56,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",43,"Pretrial","Pretrial Defendant","Single",5
"Male","African-American",36,"Post Sentence","Probation","Single",8
"Male","African-American",35,"Post Sentence","Probation","Single",4
"Female","Caucasian",44,"Post Sentence","Probation","Married",7
"Male","African-American",31,"Pretrial","Pretrial Defendant","Single",3
"Female","African-American",29,"Pretrial","Pretrial Defendant","Single",5
"Male","Hispanic",30,"Pretrial","Jail Inmate","Single",10
"Male","African-American",51,"Other","Probation","Single",1
"Male","African-American",36,"Pretrial","Pretrial Defendant","Divorced",6
"Male","Other",40,"Pretrial","Jail Inmate","Single",1
"Male","African-American",36,"Pretrial","Jail Inmate","Single",9
"Male","African-American",50,"Post Sentence","Probation","Single",1
"Male","Other",32,"Pretrial","Jail Inmate","Single",10
"Male","Caucasian",39,"Post Sentence","Probation","Single",2
"Female","Hispanic",36,"Post Sentence","Probation","Married",1
"Male","African-American",32,"Pretrial","Jail Inmate","Married",5
"Male","Caucasian",31,"Post Sentence","Probation","Single",8
"Male","African-American",54,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",48,"Pretrial","Jail Inmate","Single",3
"Female","African-American",34,"Post Sentence","Probation","Single",8
"Male","Hispanic",44,"Post Sentence","Probation","Single",7
"Male","African-American",44,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","African-American",33,"Pretrial","Jail Inmate","Married",8
"Female","Hispanic",40,"Post Sentence","Probation","Single",2
"Male","Caucasian",37,"Post Sentence","Probation","Single",8
"Male","Hispanic",39,"Pretrial","Pretrial Defendant","Married",2
"Female","Other",55,"Other","Probation","Separated",3
"Male","Caucasian",44,"Pretrial","Jail Inmate","Divorced",2
"Male","Hispanic",40,"Pretrial","Jail Inmate","Single",8
"Female","African-American",32,"Post Sentence","Probation","Single",9
"Female","African-American",37,"Post Sentence","Probation","Single",5
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","African-American",36,"Post Sentence","Probation","Divorced",1
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","Hispanic",38,"Post Sentence","Probation","Single",5
"Male","Caucasian",37,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",32,"Pretrial","Jail Inmate","Single",4
"Male","Other",29,"Pretrial","Jail Inmate","Single",4
"Male","African-American",31,"Pretrial","Jail Inmate","Single",7
"Female","African-American",34,"Post Sentence","Probation","Single",5
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Divorced",1
"Male","Other",31,"Pretrial","Jail Inmate","Single",2
"Male","Hispanic",42,"Post Sentence","Probation","Married",2
"Male","Caucasian",29,"Pretrial","Pretrial Defendant","Single",4
"Male","Hispanic",52,"Other","Probation","Single",1
"Female","Caucasian",37,"Post Sentence","Probation","Single",10
"Male","African-American",50,"Post Sentence","Probation","Single",8
"Female","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","Caucasian",37,"Post Sentence","Probation","Single",9
"Male","Caucasian",36,"Other","Probation","Divorced",4
"Male","African-American",34,"Post Sentence","Probation","Single",4
"Male","African-American",46,"Post Sentence","Probation","Married",1
"Female","Caucasian",46,"Pretrial","Pretrial Defendant","Single",6
"Male","Caucasian",46,"Pretrial","Pretrial Defendant","Single",2
"Male","African-American",38,"Pretrial","Jail Inmate","Single",4
"Female","African-American",45,"Post Sentence","Probation","Single",6
"Male","African-American",43,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",35,"Pretrial","Jail Inmate","Married",2
"Male","Caucasian",55,"Post Sentence","Probation","Divorced",2
"Male","Caucasian",45,"Pretrial","Jail Inmate","Single",6
"Female","Caucasian",47,"Post Sentence","Probation","Divorced",3
"Male","Caucasian",51,"Pretrial","Jail Inmate","Single",1
"Female","African-American",47,"Post Sentence","Probation","Single",7
"Male","Other",52,"Pretrial","Jail Inmate","Separated",2
"Male","African-American",36,"Post Sentence","Probation","Separated",2
"Male","Caucasian",35,"Other","Probation","Single",6
"Female","Caucasian",56,"Post Sentence","Probation","Single",3
"Male","African-American",54,"Post Sentence","Probation","Widowed",2
"Female","African-American",36,"Post Sentence","Probation","Married",1
"Female","African-American",35,"Pretrial","Jail Inmate","Single",2
"Male","African-American",33,"Pretrial","Jail Inmate","Single",3
"Male","African-American",36,"Pretrial","Jail Inmate","Single",4
"Female","Other",36,"Pretrial","Jail Inmate","Divorced",1
"Male","African-American",41,"Pretrial","Jail Inmate","Single",9
"Male","African-American",30,"Pretrial","Jail Inmate","Single",5
"Male","African-American",34,"Pretrial","Jail Inmate","Single",7
"Male","African-American",40,"Pretrial","Jail Inmate","Single",2
"Male","Other",55,"Pretrial","Jail Inmate","Divorced",1
"Male","African-American",44,"Pretrial","Jail Inmate","Single",3
"Female","African-American",31,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",50,"Pretrial","Jail Inmate","Single",3
"Male","African-American",51,"Pretrial","Jail Inmate","Married",4
"Male","African-American",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Divorced",2
"Male","African-American",30,"Pretrial","Jail Inmate","Single",9
"Male","African-American",38,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",35,"Other","Probation","Single",3
"Male","Caucasian",47,"Pretrial","Jail Inmate","Single",1
"Male","African-American",38,"Pretrial","Jail Inmate","Single",3
"Female","Caucasian",46,"Post Sentence","Probation","Single",1
"Female","Caucasian",42,"Other","Probation","Single",2
"Male","Caucasian",44,"Post Sentence","Probation","Single",2
"Male","Other",36,"Post Sentence","Probation","Single",1
"Male","African-American",39,"Post Sentence","Probation","Single",7
"Male","African-American",39,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",43,"Post Sentence","Probation","Married",3
"Male","African-American",48,"Other","Probation","Married",1
"Male","Hispanic",42,"Post Sentence","Probation","Single",1
"Male","African-American",42,"Pretrial","Jail Inmate","Single",8
"Female","African-American",34,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",54,"Post Sentence","Probation","Divorced",1
"Female","Hispanic",50,"Post Sentence","Probation","Single",2
"Male","Other",36,"Pretrial","Jail Inmate","Widowed",1
"Female","African-American",49,"Post Sentence","Probation","Single",7
"Male","Caucasian",48,"Pretrial","Pretrial Defendant","Single",3
"Male","African-American",37,"Pretrial","Jail Inmate","Single",2
"Female","African-American",40,"Post Sentence","Probation","Single",2
"Male","African-American",33,"Post Sentence","Probation","Single",3
"Male","Hispanic",44,"Other","Probation","Divorced",5
"Male","African-American",44,"Pretrial","Jail Inmate","Married",1
"Male","African-American",52,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Separated",1
"Male","Caucasian",54,"Post Sentence","Probation","Single",1
"Male","African-American",33,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",38,"Pretrial","Jail Inmate","Single",2
"Male","Other",35,"Post Sentence","Probation","Single",8
"Female","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","Other",36,"Pretrial","Pretrial Defendant","Married",1
"Female","Other",54,"Pretrial","Jail Inmate","Married",1
"Female","African-American",41,"Other","Probation","Single",3
"Male","African-American",45,"Pretrial","Jail Inmate","Married",1
"Female","Caucasian",53,"Pretrial","Pretrial Defendant","Single",1
"Male","African-American",56,"Post Sentence","Probation","Married",1
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","Hispanic",39,"Post Sentence","Probation","Divorced",3
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",32,"Post Sentence","Probation","Single",4
"Female","Caucasian",29,"Pretrial","Jail Inmate","Single",10
"Male","Hispanic",46,"Other","Probation","Married",1
"Male","African-American",39,"Pretrial","Jail Inmate","Single",10
"Male","Caucasian",38,"Pretrial","Pretrial Defendant","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","Caucasian",36,"Post Sentence","Probation","Married",3
"Male","Caucasian",52,"Post Sentence","Probation","Single",9
"Male","Caucasian",32,"Pretrial","Jail Inmate","Single",7
"Male","Hispanic",36,"Other","Probation","Married",1
"Female","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Hispanic",35,"Pretrial","Jail Inmate","Single",4
"Female","Caucasian",46,"Post Sentence","Probation","Single",2
"Female","Hispanic",38,"Pretrial","Pretrial Defendant","Married",2
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","African-American",29,"Pretrial","Jail Inmate","Single",8
"Male","African-American",30,"Other","Probation","Single",8
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Female","Caucasian",36,"Pretrial","Pretrial Defendant","Single",1
"Female","Caucasian",43,"Pretrial","Pretrial Defendant","Single",2
"Female","African-American",36,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",41,"Post Sentence","Probation","Single",2
"Male","Hispanic",33,"Post Sentence","Probation","Single",5
"Male","African-American",34,"Post Sentence","Probation","Single",5
"Male","Other",36,"Post Sentence","Probation","Separated",3
"Female","Hispanic",53,"Pretrial","Pretrial Defendant","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Female","Other",53,"Other","Probation","Single",2
"Male","Other",34,"Other","Probation","Single",4
"Female","Hispanic",35,"Other","Probation","Widowed",4
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","Caucasian",36,"Post Sentence","Probation","Separated",1
"Female","African-American",42,"Other","Probation","Single",3
"Male","Hispanic",44,"Other","Probation","Single",2
"Male","African-American",39,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",45,"Pretrial","Pretrial Defendant","Single",4
"Male","Hispanic",46,"Other","Probation","Married",2
"Female","African-American",33,"Pretrial","Jail Inmate","Single",3
"Male","Asian",36,"Pretrial","Jail Inmate","Single",1
"Female","African-American",46,"Other","Probation","Single",2
"Male","African-American",39,"Other","Probation","Single",3
"Male","Caucasian",35,"Pretrial","Jail Inmate","Single",4
"Male","Hispanic",40,"Post Sentence","Probation","Single",2
"Male","African-American",36,"Pretrial","Jail Inmate","Single",7
"Female","Caucasian",33,"Pretrial","Jail Inmate","Single",5
"Female","African-American",40,"Other","Probation","Divorced",4
"Male","African-American",55,"Post Sentence","Probation","Single",4
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","Hispanic",36,"Post Sentence","Probation","Divorced",1
"Male","Hispanic",46,"Post Sentence","Probation","Single",2
"Male","Caucasian",54,"Pretrial","Jail Inmate","Separated",1
"Male","Caucasian",56,"Post Sentence","Probation","Married",1
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Female","African-American",48,"Post Sentence","Probation","Married",2
"Male","Caucasian",45,"Post Sentence","Probation","Single",8
"Male","Caucasian",36,"Post Sentence","Probation","Widowed",1
"Female","African-American",31,"Post Sentence","Probation","Single",6
"Male","Caucasian",34,"Post Sentence","Probation","Single",7
"Male","Caucasian",37,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",2
"Male","African-American",35,"Pretrial","Jail Inmate","Single",5
"Male","African-American",33,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Divorced",1
"Male","Hispanic",31,"Post Sentence","Probation","Single",7
"Female","Hispanic",41,"Pretrial","Pretrial Defendant","Married",5
"Female","Hispanic",32,"Post Sentence","Probation","Single",4
"Male","African-American",36,"Post Sentence","Probation","Married",1
"Male","African-American",47,"Post Sentence","Probation","Married",8
"Male","Hispanic",49,"Pretrial","Jail Inmate","Married",2
"Male","Caucasian",37,"Post Sentence","Probation","Single",1
"Male","African-American",36,"Post Sentence","Probation","Single",1
"Male","Caucasian",38,"Pretrial","Pretrial Defendant","Single",3
"Female","African-American",36,"Post Sentence","Probation","Married",1
"Male","Asian",36,"Post Sentence","Probation","Separated",1
"Female","Caucasian",55,"Pretrial","Jail Inmate","Divorced",1
"Male","Caucasian",31,"Post Sentence","Probation","Single",8
