"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score","Decile_Score"
"Female","Caucasian","Other","Probation","Separated","Low",0.25,0.181818181818182
"Female","African-American","Post Sentence","Probation","Married","Low",0.44375,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Separated","Low",0.220833333333333,0.181818181818182
"Female","African-American","Other","Probation","Single","Medium with Override Consideration",0.69375,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Low",0.35,0.181818181818182
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.472916666666667,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.345833333333333,0.272727272727273
"Female","African-American","Post Sentence","Probation","Divorced","Low",0.33125,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.547916666666667,0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.210416666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.279166666666667,0.181818181818182
"Male","Caucasian","Conditional Release","Probation","Divorced","Low",0.522916666666667,0.363636363636364
"Male","African-American","Other","Probation","Single","Low",0.283333333333333,0.181818181818182
"Male","African-American","Other","Probation","Separated","Low",0.55625,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.304166666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.670833333333333,0.727272727272727
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.5375,0.545454545454545
"Female","Caucasian","Other","Probation","Single","Low",0.50625,0.545454545454545
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.610416666666667,0.636363636363636
"Female","Hispanic","Post Sentence","Probation","Separated","Low",0.475,0.454545454545455
"Male","Hispanic","Other","Probation","Single","Low",0.441666666666667,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.51875,0.545454545454545
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.683333333333333,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.554166666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.327083333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Divorced","Low",0.304166666666667,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Medium",0.570833333333333,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Married","Medium with Override Consideration",0.716666666666667,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.579166666666667,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.625,0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Divorced","Medium",0.595833333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","High",0.714583333333333,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.695833333333333,0.818181818181818
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.739583333333333,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.883333333333333,1
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.295833333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Single","Low",0.3875,0.272727272727273
"Female","Hispanic","Other","Probation","Single","Medium",0.570833333333333,0.636363636363636
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.622916666666667,0.636363636363636
"Male","Caucasian","Other","Probation","Divorced","Low",0.295833333333333,0.181818181818182
"Male","Caucasian","Other","Probation","Single","Low",0.502083333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.558333333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.8,1
"Male","Caucasian","Other","Probation","Married","Low",0.333333333333333,0.181818181818182
"Male","Other","Post Sentence","Probation","Single","Low",0.108333333333333,0.181818181818182
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.316666666666667,0.181818181818182
"Male","Hispanic","Other","Probation","Single","Medium",0.645833333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Medium",0.583333333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.71875,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.74375,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single","High",0.735416666666667,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Low",0.433333333333333,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.76875,0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.4125,0.363636363636364
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.53125,0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.454166666666667,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Low",0.48125,0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.329166666666667,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.48125,0.363636363636364
"Male","Caucasian","Other","Probation","Single","Low",0.245833333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.410416666666667,0.272727272727273
"Female","Asian","Post Sentence","Probation","Single","Low",0.54375,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.564583333333333,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.439583333333333,0.272727272727273
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.391666666666667,0.272727272727273
"Male","Hispanic","Other","Probation","Single","Medium",0.589583333333333,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.4125,0.272727272727273
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.44375,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.597916666666667,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.422916666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.129166666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.570833333333333,0.545454545454545
"Male","Caucasian","Other","Probation","Single","Medium with Override Consideration",0.79375,0.909090909090909
"Male","Hispanic","Other","Probation","Separated","Low",0.370833333333333,0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.341666666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium",0.602083333333333,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6375,0.636363636363636
"Male","Hispanic","Probation Violator","Probation","Single","High",0.922916666666667,1
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.497916666666667,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.46875,0.363636363636364
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.270833333333333,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.633333333333333,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.3,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.38125,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","High",0.722916666666667,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.704166666666667,0.818181818181818
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.864583333333333,1
"Male","African-American","Post Sentence","Probation","Single","Low",0.527083333333333,0.454545454545455
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.335416666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Married","Low",0.360416666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Divorced","Low",0.504166666666667,0.363636363636364
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.422916666666667,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.50625,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.608333333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Married","Medium",0.625,0.636363636363636
"Male","Hispanic","Other","Probation","Single","Medium with Override Consideration",0.7125,0.818181818181818
"Male","Caucasian","Other","Probation","Married","Low",0.310416666666667,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.24375,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.53125,0.454545454545455
"Male","Hispanic","Other","Probation","Single","Low",0.520833333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Married","Low",0.375,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Medium",0.577083333333333,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.175,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.63125,0.545454545454545
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.59375,0.727272727272727
"Male","African-American","Post Sentence","Probation","Married","Low",0.4875,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.420833333333333,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","Low",0.516666666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.4625,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.658333333333333,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.25625,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.579166666666667,0.545454545454545
"Female","African-American","Pretrial","Pretrial Defendant","Married","Low",0.279166666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.533333333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.222916666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.472916666666667,0.363636363636364
"Female","Hispanic","Other","Probation","Divorced","Low",0.302083333333333,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.452083333333333,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","Low",0.460416666666667,0.454545454545455
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.495833333333333,0.363636363636364
"Male","Hispanic","Other","Probation","Divorced","Low",0.341666666666667,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Low",0.510416666666667,0.545454545454545
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.354166666666667,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Separated","Low",0.4875,0.454545454545455
"Female","African-American","Post Sentence","Probation","Single","Low",0.522916666666667,0.545454545454545
