"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Divorced",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","Hispanic","Conditional Release","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single",0.636363636363636
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",1
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Female","African-American","Post Sentence","Probation","Separated",0.363636363636364
"Male","Caucasian","Other","Probation","Single",0.545454545454545
"Male","Hispanic","Pretrial","Pretrial Defendant","Separated",0.363636363636364
"Male","African-American","Conditional Release","Probation","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","African-American","Other","Probation","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Divorced",0.636363636363636
"Female","Caucasian","Other","Probation","Single",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","Hispanic","Conditional Release","Residential Program","Divorced",0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Married",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.363636363636364
"Male","African-American","Pretrial","Pretrial Defendant","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Widowed",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Female","Caucasian","Other","Probation","Single",0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Married",0.363636363636364
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.636363636363636
"Female","Hispanic","Other","Probation","Separated",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Male","African-American","Other","Probation","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Married",0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Male","Other","Post Sentence","Probation","Married",0.181818181818182
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","Caucasian","Conditional Release","Probation","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.272727272727273
"Male","African-American","Post Sentence","Probation","Married",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Separated",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Hispanic","Other","Probation","Married",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Separated",0.181818181818182
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Female","Other","Pretrial","Jail Inmate","Married",0.363636363636364
"Female","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Parole","Divorced",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Divorced",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Other","Probation","Single",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Married",0.272727272727273
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Female","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Female","Hispanic","Other","Probation","Married",0.272727272727273
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Married",0.272727272727273
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Married",0.272727272727273
"Male","African-American","Other","Probation","Separated",1
"Male","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Asian","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Post Sentence","Probation","Married",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced",0.545454545454545
"Male","Hispanic","Other","Probation","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Widowed",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Female","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","Hispanic","Other","Probation","Single",0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Male","Other","Pretrial","Pretrial Defendant","Significant Other",0.272727272727273
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","African-American","Post Sentence","Probation","Married",0.727272727272727
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Female","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Married",0.636363636363636
"Male","African-American","Post Sentence","Probation","Married",0.272727272727273
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Other","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Single",0.272727272727273
"Male","Other","Pretrial","Pretrial Defendant","Married",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.272727272727273
"Male","Native American","Post Sentence","Probation","Single",0.272727272727273
"Male","Hispanic","Other","Probation","Separated",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
