"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.333333333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.479166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.59375
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.585416666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.654166666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.2
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.3625
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.41875
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.23125
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.377083333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.58125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.527083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.835416666666667
"Male","Native American","Post Sentence","Probation","Single","Medium",0.629166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.710416666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.3
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.816666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.508333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.747916666666667
"Female","African-American","Pretrial","Jail Inmate","Separated","Low",0.377083333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.710416666666667
"Female","African-American","Post Sentence","Probation","Divorced","Low",0.235416666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.302083333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.333333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.616666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.522916666666667
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.3375
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.458333333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.433333333333333
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.6625
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.679166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.2375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.547916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.54375
"Male","African-American","Post Sentence","Probation","Single","Medium",0.627083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.891666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.520833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.527083333333333
"Male","Caucasian","Other","Probation","Single","Medium",0.645833333333333
"Female","Caucasian","Other","Probation","Single","Medium",0.620833333333333
"Female","Hispanic","Post Sentence","Probation","Single","High",0.65625
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.554166666666667
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.185416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.2625
"Male","African-American","Post Sentence","Probation","Separated","Low",0.28125
"Female","African-American","Other","Probation","Single","Low",0.454166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.79375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.647916666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.533333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65
"Male","African-American","Post Sentence","Probation","Single","Low",0.558333333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.66875
"Male","Hispanic","Post Sentence","Probation","Married","Medium",0.602083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.554166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.514583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.614583333333333
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.38125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.552083333333333
"Female","Hispanic","Other","Probation","Single","Low",0.43125
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.525
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.491666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.747916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.435416666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.63125
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.63125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.74375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.533333333333333
"Female","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.133333333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.352083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.639583333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.254166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.404166666666667
"Male","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.220833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.70625
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.529166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.702083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.522916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.86875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.641666666666667
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.589583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.272916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.272916666666667
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.2
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.633333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.745833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.591666666666667
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.35625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667
"Male","African-American","Other","Probation","Separated","Low",0.422916666666667
"Male","African-American","Post Sentence","Probation","Significant Other","High",0.735416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.672916666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.214583333333333
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.68125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.760416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.633333333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.725
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium with Override Consideration",0.733333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.722916666666667
"Male","Caucasian","Other","Probation","Single","Low",0.4875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.639583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.685416666666667
"Male","Caucasian","Other","Probation","Single","Low",0.277083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.71875
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.320833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.316666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.427083333333333
"Male","African-American","Other","Probation","Single","Low",0.579166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.6
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.39375
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.5625
"Male","African-American","Post Sentence","Probation","Single","Low",0.258333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.416666666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.285416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.622916666666667
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.3375
"Female","Caucasian","Other","Probation","Single","Low",0.227083333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.35
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.791666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.535416666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.527083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.56875
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.791666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.458333333333333
"Male","Hispanic","Pretrial","Jail Inmate","Married","Medium",0.604166666666667
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.720833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.483333333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.23125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.758333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.552083333333333
"Female","Hispanic","Other","Probation","Divorced","Low",0.208333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.529166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.535416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.591666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.477083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.275
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.55625
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.277083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.63125
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.48125
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.55625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.445833333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.647916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.702083333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.49375
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.73125
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.379166666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Divorced","Low",0.10625
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.55
"Male","African-American","Post Sentence","Probation","Single","Low",0.43125
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.241666666666667
